Lead ID,Evidence ID,Brand,Evidence Type,Evidence Date,Title,Summary,Source Name,Source URL,What It Confirms,Reliability,Checked At,Run ID,Claim,Source,Source Date,Verified At,Confidence,Notes,Fact,Source Class
GRM-036,E-092,Руслитекс,финансовые данные,2026-07-27,Финансы Руслитекс,"Выручка за 2025 год 153.412 млн ₽, прибыль 6.243 млн ₽; выручка выросла с 45.748 млн ₽",РБК Компании,https://companies.rbc.ru/id/1247700467915-ooo-rusliteks/,Финансовый масштаб и рост,HIGH,2026-07-27,,,,,,,,,
GRM-036,E-093,Руслитекс,вакансия,2026-01-26,Коммерческий директор CCO,"Компания ищет коммерческого директора для разработки коммерческой стратегии, построения отдела продаж, расширения каналов сбыта, развития B2B и тендеров",HH,https://hh.ru/vacancy/129865789,S1-сигнал прямой коммерческой задачи,HIGH,2026-07-27,,,,,,,,,
GRM-036,E-094,Руслитекс,маршрут связи,2026-07-27,Публичный маршрут через HH,"Вакансия принадлежит ООО «Руслитекс», содержит адрес работодателя и функцию вопроса работодателю; маршрут позволяет выйти на компанию по конкретной коммерческой задаче",HH,https://hh.ru/vacancy/129865789,Практический маршрут связи,MEDIUM,2026-07-27,,,,,,,,,
GRM-037,E-095,Деметра,юридические данные,2026-07-27,Карточка ООО «ДЕМЕТРА»,"ИНН 9723236396, ОГРН 1247700528041, действующее юрлицо; генеральный директор и единственный учредитель Иванова Валентина Алексеевна",РБК Компании,https://companies.rbc.ru/id/1247700528041-ooo-demetra/,Юрлицо собственник и ЛПР,HIGH,2026-07-27,,,,,,,,,
GRM-037,E-096,Деметра,финансовые данные,2026-07-27,Финансы Деметры,"Выручка за 2025 год 19.101 млн ₽, прибыль 18 тыс. ₽; масштаб находится в нижней части целевого диапазона",РБК Компании,https://companies.rbc.ru/id/1247700528041-ooo-demetra/,Финансовый масштаб,HIGH,2026-07-27,,,,,,,,,
GRM-037,E-097,Деметра,бизнес и контакты,2026-07-27,Официальный сайт Деметры,"Сайт связывает бренд с ООО «Деметра» и ИНН 9723236396, подтверждает 23 единицы собственной техники, объектные работы, телефон +7 (495) 797-12-99 и email stroyka@gcdemetra.ru",Официальный сайт,https://gcdemetra.ru/,Бренд юрлицо операционный масштаб и практический маршрут,HIGH,2026-07-27,,,,,,,,,
GRM-037,E-098,Деметра,вакансия,2026-01-23,Руководитель отдела продаж нерудных материалов,"Компания ищет руководителя для построения отдела продаж с нуля, внедрения воронки, скриптов, KPI, CRM и взаимодействия с маркетингом",HH,https://hh.ru/vacancy/129437991,S1-сигнал прямой коммерческой задачи,HIGH,2026-07-27,,,,,,,,,
GRM-038,E-099,СмартСофт / СмартЛомбард,юридические данные,2026-07-27,Карточка ООО «СМАРТСОФТ»,"ИНН 6321321945, ОГРН 1136320019450, действующее юрлицо; генеральный директор Мальцев Алексей Николаевич",РБК Компании,https://companies.rbc.ru/id/1136320019450-ooo-smartsoft/,Юрлицо и ЛПР,HIGH,2026-07-27,,,,,,,,,
GRM-038,E-100,СмартСофт / СмартЛомбард,финансовые данные,2026-07-27,Финансы СмартСофт,"Выручка за 2025 год 94.308 млн ₽, прибыль 39.696 млн ₽; компания находится в приоритетном диапазоне Growth Radar",РБК Компании,https://companies.rbc.ru/id/1136320019450-ooo-smartsoft/,Финансовый масштаб,HIGH,2026-07-27,,,,,,,,,
GRM-038,E-101,СмартСофт / СмартЛомбард,бизнес и контакты,2026-07-27,Официальные реквизиты СмартЛомбард,"Официальный сайт связывает бренд с ООО «СМАРТСОФТ», подтверждает ИНН, ОГРН, генерального директора, телефон 8 800 707-02-87 и email support@smartlombard.ru",Официальный сайт,https://smartlombard.ru/contact/rekvizityi/,Бренд юрлицо ЛПР и практический маршрут,HIGH,2026-07-27,,,,,,,,,
GRM-038,E-102,СмартСофт / СмартЛомбард,вакансия,2026-02-03,Коммерческий директор SaaS-компании,"Компания ищет руководителя коммерческой функции для развития продаж, ключевых клиентов, выхода в новые регионы и масштабирования перед инвестициями; предусмотрена прямая работа с основателем",HH,https://togliatti.hh.ru/vacancy/130130115,S1-сигнал прямой коммерческой задачи,HIGH,2026-07-27,,,,,,,,,
GRM-039,E-103,Нацтранс,юридические данные,2026-07-27,Карточка ООО «НАЦТРАНС»,"ИНН 5261125733, ОГРН 1205200001577, действующее юрлицо; собственник и генеральный директор Джаварян Джамаль Джемилевич",Открытые реестры,https://reputation.ru/ogrn/1205200001577,Юрлицо собственник и ЛПР,HIGH,2026-07-27,,,,,,,,,
GRM-039,E-104,Нацтранс,финансовые данные,2026-07-27,Финансы Нацтранс,Выручка за 2025 год 63.2 млн ₽; в 2024 году компания показывала 18 сотрудников и выручку 78.6 млн ₽,Companium,https://companium.ru/id/1205200001577-dk-logistik-servis,Финансовый и операционный масштаб,MEDIUM,2026-07-27,,,,,,,,,
GRM-039,E-105,Нацтранс,вакансия,2026-01-28,Запуск направления нефтепродуктов,"Компания открывает новое направление оптовых продаж нефтепродуктов и ищет специалиста, который разработает стратегию выхода на рынок и построит продажи с нуля",HH,https://hh.ru/vacancy/129971007,S1-сигнал запуска нового коммерческого направления,HIGH,2026-07-27,,,,,,,,,
GRM-039,E-106,Нацтранс,контакт собственника,2026-07-27,Публичный профиль Джамаля Джаваряна,Профиль указывает роль учредителя ООО «НАЦТРАНС» и руководителя логистической компании; доступен публичный маршрут для делового контакта,TenChat,https://tenchat.ru/1141321,Практический owner-first маршрут,MEDIUM,2026-07-27,,,,,,,,,
