Дата,Компания,Событие,Сигнал,Балл,Почему интересно,Источник,Ссылка,Статус
2025-05-07T07:00:00+00:00,Обувная сеть Rendez-Vous,Обувная сеть Rendez-Vous запустила франшизу для расширения региональной экспансии - Forbes.ru,franchise,20,Найден сигнал «franchise»: запустила франшизу.,Google News — франшизы,https://news.google.com/rss/articles/CBMivAFBVV95cUxQbmYyMHdfNGxLZ0JoLTBiNTRKZzNQZkh4QUpKNHItdklxWEc0RWRUSXFMWGJ4enZTeTBEWDlNbWsyeWUtVnJMNHpGU2UwTy1uUk9GVXhlQk5yT3Raa0tqVDdkbTZEQ2ZvR0pUbkx1czJTOVZfM3d6cnFRQldvV0w2ZTgwWVJXNHlaQ2J5VXBkSFBqR0pfS1AtNmJxNkhiMEgyNGFuRU15bm5OaV9JY3BHdy05RGpJSmRrZmxQLQ?oc=5,new
2025-04-18T07:00:00+00:00,Флакон,Основатель дизайн-завода «Флакон» запустил франшизу креативного кластера - Forbes.ru,franchise,20,Найден сигнал «franchise»: запустил франшизу.,Google News — франшизы,https://news.google.com/rss/articles/CBMirgFBVV95cUxQaW9pekxLeVBwZWxpWlRGdEh2MFVBcW1PbHN6dmpjX1lfcEQ0dlZkNy0xeHR3LTVHeE1udXNPUGk5Q3ctT0pXaTZIVXhUV3FyZFY2cG9LbFBhTWIwNzY5NDVnSTNyYkxSRTMtbG10NjJqc1FkQ2diVkJhMGxudnNCWVphNWtNeHphQW40YkZLemxEQ2hrRUxfRXN6VjlEaXc5clhQZk1vTTJFSUJsV1E?oc=5,new
2025-03-06T08:00:00+00:00,Об автомобилях LADA теперь придется забыть: АВТОВАЗ,Об автомобилях LADA теперь придется забыть: АВТОВАЗ запустил новый бренд - SpeedMe.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNUVJSUWdyaUtHVk9Ha09JQWQ0Z004cV9Wb2xfU3k1ZnowSy1CQ1ROSGZIcHlQY0F2bFZnOXF3QzVQZUplV1RYVEFYQlVwR25XZkVkUTRyWGpCVkN5dWhmZXJVcnRhMW9leVdzMVVqdDZTU3VzRktPcU1UWUtkWUtnQzFHQXVmSUpqRVFPcEJ1RnhPX2U5aUNOYWFLVFBzbUdGaFZZbG5vc1bSAawBQVVfeXFMTWRmQ0xRajFGM2tFMTZDTjl3Qm00TjVGV2xYUHp2bWdob0RxSEV3QnFsVnBBNFNEMk5CNi1UMkNhTGJQOXl6djhkLVJ6TFpFUDQwM0pLazdCWWRJRXZTWWYwRkQ1SVlmQ1VMVXA1OUVpR0tYZjR6QUNxdXdrMUlLb0ZHWXB3aFB4TjR6YnJTN0lpWVp4dG80X2xlbDduOXZNYndGdWMyX0NIRlIzeg?oc=5,new
2025-03-06T08:00:00+00:00,АвтоВАЗ официально,АвтоВАЗ официально запустил новый бренд - Авто Mail,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMigwFBVV95cUxNVVgwNjhqWWEwX3ExTXZoYXNUZ1ByQkFycTNNcHg3RjZvNDNnS1hJdk8zZkZYTW5KazJWUGdSU29tSzcyeG5jN2VkdmxFMU5VSUhYdVR0RWtybEJjSWs5aEVjLUx0dm9veWpTNEN5Z1RNeUJMYlZkQUxadV9tQjZGZENvMA?oc=5,new
2025-03-06T08:00:00+00:00,Займут нишу между Largus и,"«Займут нишу между Largus и ""Газелью""»: АвтоВАЗ запустил новый бренд коммерческих автомобилей - ATI.SU",new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMizwFBVV95cUxQNWx1dG9nMFN2VU14R1liOGVvRnYzVElfbnd3R3pObnk3ZVhYdWZ1SDYxT2xHWkRrNGJFN0J0RmZ0RDI0ckhsNzVlZ1c3Ymp5LXNkQmpPSmxWWHNFa3VtbDZtSkt6T2pYNVJsbDBPWWJHdGJiQ00wZkxnOF9zS2ZuRGV6MHU4WjdGZVpmekNZdlNZNThhN2dYTFFmSXlLTWtoNWlxVjhiUjh5VWdSU0tzZ1JZelVsNEMyWFJKbU55bndWenJFQVowNmNGQkQtdE0?oc=5,new
2025-02-19T08:00:00+00:00,target=,Nike и Skims запустят новый бренд спортивной одежды - profashion.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMilgFBVV95cUxPTlpZXzc2dEdEdWd2UUNzSWJySHBfUndWQUFEVGZoSURlNnd6d2Z0V3k1RWNGVjNRazUzN0hBWG5tMl9FUnhFRG5rOGE2VU1YWjc3SVFkYlE2VmpLd2E3dVFCUWoweHRVOTdCblFqVGxtbnpRNEFuYnF2VVNzZ0FtX2lxbkptUk9qNTlidjdZUlRTUG55enc?oc=5,new
2025-02-04T08:00:00+00:00,Будь здоров,Сеть поликлиник «Будь здоров» запустила франшизу - Forbes.ru,franchise,20,Найден сигнал «franchise»: запустила франшизу.,Google News — франшизы,https://news.google.com/rss/articles/CBMijAFBVV95cUxQb2VzTWk0ci1MNWh0aC1JdXU0Mm1Xczd4Zmg5blpyTlRSUUdoSTdJUjZOclNVdHFrelRDWm44MW00MzFFbWxDYVpSUksyUlpObXNhcHE5T0JGMklEUVBmQldTMTFrSzBSUlVFbzRIRmNQWGJvVXFJUGhNWjE4cDVQV2g3VFhGcDU1c01Xdg?oc=5,new
2024-12-16T08:00:00+00:00,Почта России,«Почта России» запустила новый бренд работодателя - Sostav.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMihAFBVV95cUxPZGtFektfUEJpdC1TeEFZOXMxaEt3S3Nld2IzX3pBR25nOTFuVG9mTExtaHVlVFkxUzZjRjZJTURYakgyYmg5cFZkeXpWamtjODBITENYMXJwTWZKb0tua1NyRmdrSkpxbTJaYW9McFhyaEpCQlgxdVM0WG4zblBrcE5UU1U?oc=5,new
2024-09-18T07:00:00+00:00,Магнит,«Магнит» запустил франшизу. Зачем ему это? - Т—Ж,franchise,20,Найден сигнал «franchise»: запустил франшизу.,Google News — франшизы,https://news.google.com/rss/articles/CBMiR0FVX3lxTE4xMk5fME9lNmZlUnBoVGVvWlRDbWNWZVM3MkxualpIM0VzMUVPam1weW45S2VPMGpwclBENF9iNWdhQ2tGb2tJ?oc=5,new
2024-07-10T07:00:00+00:00,Дымов,Фастфуд-сеть ГК «Дымов» запустила франшизу – Новости ритейла и розничной торговли - retail.ru,franchise,20,Найден сигнал «franchise»: запустила франшизу.,Google News — франшизы,https://news.google.com/rss/articles/CBMilAFBVV95cUxQcmRHajJVdmNvbXF6aVJKdlJDRVRBOHB2eTRwNXUwMmhFc2xEZDByWTY0V1AtY2tnRWVKSHptRllodU9fTHpnRnByTnJ6c193c05oZmYyOTI3SWYxSnpkZDZUYVdYWm9zWE81NFFTenhUclBvZnBMSjQzazZDM1pMbllDQUJYRjBEUW43d1lCTXN5cFRy?oc=5,new
2024-04-19T07:00:00+00:00,ВКонтакте,«ВКонтакте» запустила новый бренд «VK Фитнес» - Sostav.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMickFVX3lxTE94VFZOWXVNQ2tNcGZvdndoNVVHNUxCOFVoZ1FDLXZUV0hoanR1dE5LU1ZZNE8tQkVUbFVWcjZqZ2g4SENJZW9BVTRRSkJwMkZIb1d2dHRtTmROby1xWTVXU1NSaWtmbW9xTjhiZ2hGbkJtUQ?oc=5,new
2024-04-17T07:00:00+00:00,target=,Gulliver Group запустит новый бренд спортивной одежды Jumkey – Новости ритейла и розничной торговли - retail.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMisgFBVV95cUxNdndGWW5mbEZsemxVZDdOM1JrcWhXWVEtVmVaN0tGNWNUVTJQYnRuWGZvbFFUVmJJZUNWb3pyN2Z3YTh1UDRSR0VNYzZDcmNfNkJDVUtSdG9XWDRXcV9yZkd2T2pXa0FabUJVekMwYjY2RGpOMHVpZk9telR5VUFUb3Bpd0VwRVo1czdjeU5ZengyMUZxcU1HU2VoMnJ2a2szUHNvTVZ3Nk5oMnpFcDdTbG5n?oc=5,new
2023-12-28T08:00:00+00:00,OMD OM Group и Media Instinct Group,OMD OM Group и Media Instinct Group запустили новый бренд Group 1 - Sostav.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9oUE5KcHJ5YVN2OTNrQjFER0trZ3JwckZXQzVOSWFsajNaZ19BYXFHeFVnTkhTQ1lnNGVMbUJsS1JtbGpOT3ZHakdSRTJRanpydGswRThOa21wVFU0MTN3Mkx5S0tydw?oc=5,new
2023-12-26T08:00:00+00:00,target=,Запущен новый бренд одежды для мужчин Executive Rabbit - FashionNetwork Россия,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMirgFBVV95cUxQOEhuaW9zQUc5bnk0TGFRYmMyVFYxb3p5TG95QVQ1QnNCWG12SnhyZzhpeFBURVdfS0hTam9rVTNVc3VUWk1nZ3pKZ2lyTGg4dFotSUJ1U1JVR0lKUi16a1VianFhbmJmQjl5S2cyMW53a3RlYzFwQ2hnMjBCVU96UkpGM0pjN0Y5bDBvajRlWlJUNm9KaUR3UlpEaV82MEw0SktZVmhwX2g0Y0E2SEE?oc=5,new
2023-12-18T08:00:00+00:00,Авто.ру,«Авто.ру» запустил новый бренд и платформу для автодилеров - Sostav.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMiYkFVX3lxTFBVcW9lWEsyM3ZmS19RM1IzOGpDbkk5QnJTMFg1eTJHeGwyUTBzRTlHcHEwdklRX0pGYVpEa1lzSHZGVGI5VmllZEpTQWJXUUZqRXZhUFJmc2lQTUJLWVRuN2ln?oc=5,new
2023-08-28T07:00:00+00:00,target=,Gloria Jeans запустит новый бренд для подростков Ready! Steady! Go!. - FashionNetwork Россия,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMitAFBVV95cUxOSzVNRmxIRDk0VzlGMG1XTWMyd211YTFwbzE2T0FyUmhId1ljQVZaMTVZZGIyYnlTd2RNSlBFeE5SVm50VUFuaDhHeFVVSFZYVVJvRnlmNEstaXgzX1hTTkVTRjlJd2tmelNPMmlvc2tONmdDTGNlck4wRDR4SEJVVjhweEdqOG95MVhsTHNHMURYZEg0UFRYMnpBcG96ak82Y1ZlWFpheUhhcUIzMjZKRXk0Slk?oc=5,new
2023-08-28T07:00:00+00:00,Глория Джинс,«Глория Джинс» запустит новый бренд одежды для подростков - profashion.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMinwFBVV95cUxPcmNLUHZJYW5ySkp1UjJBLWgwb2pqSjljSDN3OHFkX0VQR1pJajJ6TGRpalpyT3hjaUxLYTZnWjNRV21OYjIxWkVTZUUydkRmZU54UFQwb2RfemFoVVNrUklhcGNSdTVRQTlmY3o0S1A2YnBuYWgyR25qMHhSQ2xNWU1LWUNyU0hOZ0xrR25JQVFWRVhtZ0RYV040SF9CU0E?oc=5,new
2023-08-28T07:00:00+00:00,target=,Gloria Jeans запустит новый бренд одежды для подростков - Сноб,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMihgFBVV95cUxQMU04V1lyUkNWV3VabkxjZEI0YUlLck9aY3ZjSkp4bGZEZzBrektIOWdQN3VFdWNLcU1YREZCQVZZZXRUdEpDV2V2Sm44S0p1ckNyQjczQk1Wb19faHNJVGVtS0s2RFJBTVVSSldfaDhxaHRhYzBza3RPNmtSd3dGQ1dYUDVfdw?oc=5,new
2023-08-27T07:00:00+00:00,Глория Джинс,«Глория Джинс» запустит новый бренд одежды для подростков - Forbes.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMilgFBVV95cUxQYTFxVXJFcVFPTmY3NGR2MHFtd3ZyTzJwTElmWmRhLVlpU0d6R1M1eERlWTg4M2dWV3ZrQWphY1hQbG9hSVZtckFLWTNxbDBsVnhQVmJuUmdFUkREeHRQdXk5aWxydWctc3dSSjAxQWdmSWtpOENJSExUNGhCTGcwMlZ5dWEteGQyS2JrU0VKYlVzMEtURHc?oc=5,new
2023-08-24T07:00:00+00:00,Просто Наше,"""Просто Наше"": Данон выводит на украинский рынок новый бренд молочной продукции - 24 Канал",new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMijAFBVV95cUxNUy1nSmJtZkdJdTJNTTlMMWRFVDlpb2hYVVQ2YjYtQjlqUUFubTZWM016cHlOcFV4dXVRZm5JX0gtZlloY1E1OEtFd0tOQjZybEJLeE9Qbk9ZdEE0YTdEOTdadkM5ODJzNk5xZlhNbWpFeThkTjF5Y1R4RjlZLWFBcm1VTjBQdEtKOF9SNdIBkgFBVV95cUxQSWxOR2dKMmktNWVzV2MwbWJiTDBpV2JZT1FkVmx6QkFjbzVzbVREOVltVXR4OWh5NTF1TllqQlQ5UEJ2WGprS2NXdGY1d29iVEo1QlFmelRTQzFncnRlcHJTaHZKTU0xYkJlUEYtYXJfWUxwUlFJRnktMUNScEh4YUN1d0hwTGtqOUdMVDJHU2lRdw?oc=5,new
2023-06-28T07:00:00+00:00,ПИК,ПИК запустил новый бренд Parametr для коммерческой недвижимости - Sostav.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMisAFBVV95cUxPMnZPM3REcVdFWmRmcXZqendfbnEtdmpYb0lKbFBuYTZoR01jREZhcnVqLU15NnQyYlZreWQ3OWpsdXc5UU1jcnFyUHFlLURiYS1vX2djellScjA4NmpuUGpPMGtEbGNJRXJCX1dqMExGODMxUVk1TkJ5SDlDMkxjdjRSamtaMU81akNjaUFRUXM1RElscWlBTkY0dzdOUTlYRXpSY2hPVXEzSEtaZGZtYw?oc=5,new
2023-05-15T07:00:00+00:00,Предприниматель из Читы Александр Арефьев,Предприниматель из Читы Александр Арефьев запустил франшизу в Новосибирске - Официальный портал Забайкальского края,franchise,20,Найден сигнал «franchise»: запустил франшизу.,Google News — франшизы,https://news.google.com/rss/articles/CBMiPkFVX3lxTE1EN0hueVVuREwzVW80c2hldHhqUjk2VXg4cEVEZDNTV004dDFFUllhTHhPeFNtbXM5SjNTbkdn?oc=5,new
2021-11-15T08:00:00+00:00,Владельцы франшизы Usupso,Владельцы франшизы Usupso запустили новый бренд в Украине — O!Some - Retailers.ua,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMisAFBVV95cUxPWjVDMERnb2kzbGVZUnpSeDg5alowQ3Zzc3dYNUM3X2NjaG01cDRmZzFYSTNaVndLTEhPR3NlQTdWMnNsaVR2NDlXcDJ6Tmt1N3h0OGd5SEZJd201czRDRnUyenBjUjk3MlJnWW5WYW8wM2xHUzFIQ1czV1BKdVlPZHo2b1FlSEQweHAtbnFMakVwNUJzUEVBa2M2aTVzaldiUnNjWFkxeldlNEhLV1lOLQ?oc=5,new
2021-05-29T07:00:00+00:00,Омский предприниматель Юрий Шиян,Омский предприниматель Юрий Шиян запустил новый бренд доставки еды — на каждой упаковке будет его портрет - Новый Омск,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOZEFBTVd1cmRaWllGclBfTkRRVDBWMTRjSE9lTWVnQUlsbl8zN1ExTDVqbTJHZHM5T3VJNk1iTVI0R0JEMHpwTUJXTmRWTU9FNmplbjR3d29lclE4eVJlUUZXaWs0dW84MXVCRFJJZXlKR2YwSDN6WDkxSWY3Y0pRa2JsT2pmeWxLZzZZ0gGQAUFVX3lxTE5TYUVta3VjY25fY3JTWV9uckk3a3U0ZjE5WWRkelF4VEttNjd6VGtpRUNqcDRMWEVrdnphanljNHBBYjNLZmpEMTEzaWI2MktMM2lEcnBCUFlyX3NtQjg5XzBpelFxNEE4bE04SFJ4UEc0cEk4Sk9YVjVkY3lFdDZaMlRhMGlwSTBoczA3dnoxQQ?oc=5,new
2020-10-27T07:00:00+00:00,Asos,Asos запустил новый бренд недорогой одежды для женщин - profashion.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMingFBVV95cUxPcXdiQ1BCVGY3SzY3N3NJVnhwSXlHYmdFUUhMNjJkSWk0djFBNmc4TmxPcXpORVJ4bS10SnVubnFqUHNFdW10b2gtd3VRYlc3Z3ktZTVIc2tRMk5UMGd4MGVoeVYwQzlZLUxteGNLRmJuNnlDRFk0YVIybmNaUGxhVTNWeTFEYjJlNi1kNWpXZlRuR1NmWDRIYVdLWXNiQQ?oc=5,new
2020-10-22T16:54:50+00:00,БТК,БТК запустила новый бренд - profashion.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMid0FVX3lxTE1tX2dWcEFJVmR4WHlqMzN3VXE5M1pXNGU2eDM5ajVldzlmeVFVeUdJQ1pjT1M1M1dhRkduWjBmbUhadEo4X1lRUm95QlJYLWE2N1otMDVqdEw0XzhhLWRzRmU1TTFsR19ROC1CVndZUk45d1NNbU0w?oc=5,new
2020-09-14T07:00:00+00:00,Барнаул,"Принт ""Барнаул"" на груди у него: в краевой столице запустили новый бренд одежды с авторскими рисунками - Вечерний Барнаул",new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMimwFBVV95cUxQWThPUFlId2NwQUFGTGlTNVBsTUVEWkozd3AxeGpKdXVFcXk3U0trVUNHWjRKd0dHeURjZmNpRWNrUzBSMm9jaVNaLUFqRl96aDRsTHVKbDU1WEV3VVktM1FrbE1leUhnQ25qTUlqcXotY3dtSkJURzByWi15Uk1HcU5uWUU5ZS1CdXIxSndISEEwY3dBRktDU21EVQ?oc=5,new
2017-07-17T07:00:00+00:00,Дов Чарни,"Дов Чарни запустил новый бренд, очень похожий на American Apparel - FashionNetwork Россия",new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMivAFBVV95cUxNby10UzJESDZKY1doN003ZFF0U3lOZUxvODAzanRDT2pmTUV3UXcta3Y4aVl4UHhSNDZwMlRSQklveTc1NVRzeTFKRDZwUDM5aUJYVUJKSlg4b0lhTU9uT21meFliQl9HZTlBeGxaU0pCQnBLOElsOU10RUY3UFdYdGEtN2lSRTFfNnA4NFhUQUxNOE1IVnlLU0RXR0V0bUxFaEprN1VoSU95UXM4WklCeGZYNEJXUEdpbi1LVg?oc=5,new
